timestamp,price,type,direction,tag,time_from_prev_seconds,price_diff_from_prev,inverted_frequency,above_threshold,consecutive_above,choppiness_trigger
2025-12-08 07:03:00,25785.5,VALLE,down,minor,,,,0,,0
2025-12-08 07:37:00,25811.5,PICO,up,minor,2040.0,26.0,3120.0,0,0.0,0
2025-12-08 08:00:00,25775.25,VALLE,down,minor,1380.0,36.25,3780.0,0,0.0,0
2025-12-08 08:40:00,25821.25,PICO,up,minor,2400.0,46.0,2760.0,0,0.0,0
2025-12-08 09:50:00,25768.25,VALLE,down,minor,4200.0,53.0,960.0,0,0.0,0
2025-12-08 10:33:00,25798.0,PICO,up,minor,2580.0,29.75,2580.0,0,0.0,0
2025-12-08 11:05:00,25762.5,VALLE,down,minor,1920.0,35.5,3240.0,0,0.0,0
2025-12-08 11:35:00,25799.0,PICO,up,minor,1800.0,36.5,3360.0,0,0.0,0
2025-12-08 13:01:00,25764.75,VALLE,down,minor,5160.0,34.25,0.0,0,0.0,0
2025-12-08 14:21:00,25833.0,PICO,up,minor,4800.0,68.25,360.0,0,0.0,0
2025-12-08 14:32:00,25784.5,VALLE,down,minor,660.0,48.5,4500.0,0,0.0,0
2025-12-08 15:05:00,25824.0,PICO,up,minor,1980.0,39.5,3180.0,0,0.0,0
2025-12-08 15:30:00,25778.75,VALLE,down,minor,1500.0,45.25,3660.0,0,0.0,0
2025-12-08 15:31:00,25851.75,PICO,up,minor,60.0,73.0,5100.0,1,1.0,0
2025-12-08 15:32:00,25820.25,VALLE,down,minor,60.0,31.5,5100.0,1,2.0,1
2025-12-08 15:33:00,25860.75,PICO,up,minor,60.0,40.5,5100.0,1,2.0,1
2025-12-08 15:39:00,25802.25,VALLE,down,minor,360.0,58.5,4800.0,0,1.0,0
2025-12-08 15:39:00,25828.5,PICO,up,minor,0.0,26.25,5160.0,1,1.0,0
2025-12-08 15:43:00,25771.5,VALLE,down,minor,240.0,57.0,4920.0,0,1.0,0
2025-12-08 15:43:00,25815.5,PICO,up,minor,0.0,44.0,5160.0,1,1.0,0
2025-12-08 15:48:00,25738.0,VALLE,down,minor,300.0,77.5,4860.0,0,1.0,0
2025-12-08 15:48:00,25786.0,PICO,up,minor,0.0,48.0,5160.0,1,1.0,0
2025-12-08 15:49:00,25721.5,VALLE,down,minor,60.0,64.5,5100.0,1,2.0,1
2025-12-08 15:50:00,25781.0,PICO,up,minor,60.0,59.5,5100.0,1,2.0,1
2025-12-08 15:52:00,25745.5,VALLE,down,minor,120.0,35.5,5040.0,1,2.0,1
2025-12-08 15:55:00,25774.25,PICO,up,minor,180.0,28.75,4980.0,0,1.0,0
2025-12-08 15:59:00,25734.0,VALLE,down,minor,240.0,40.25,4920.0,0,0.0,0
2025-12-08 16:02:00,25776.75,PICO,up,minor,180.0,42.75,4980.0,0,0.0,0
2025-12-08 16:05:00,25747.0,VALLE,down,minor,180.0,29.75,4980.0,0,0.0,0
2025-12-08 16:08:00,25778.0,PICO,up,minor,180.0,31.0,4980.0,0,0.0,0
2025-12-08 16:15:00,25720.0,VALLE,down,minor,420.0,58.0,4740.0,0,0.0,0
2025-12-08 16:17:00,25748.5,PICO,up,minor,120.0,28.5,5040.0,1,1.0,0
2025-12-08 16:25:00,25678.75,VALLE,down,minor,480.0,69.75,4680.0,0,1.0,0
2025-12-08 16:25:00,25705.25,PICO,up,minor,0.0,26.5,5160.0,1,1.0,0
2025-12-08 16:26:00,25657.0,VALLE,down,minor,60.0,48.25,5100.0,1,2.0,1
2025-12-08 16:34:00,25723.75,PICO,up,minor,480.0,66.75,4680.0,0,1.0,0
2025-12-08 16:56:00,25649.75,VALLE,down,minor,1320.0,74.0,3840.0,0,0.0,0
2025-12-08 16:57:00,25684.5,PICO,up,minor,60.0,34.75,5100.0,1,1.0,0
2025-12-08 17:01:00,25633.0,VALLE,down,minor,240.0,51.5,4920.0,0,1.0,0
2025-12-08 17:01:00,25662.0,PICO,up,minor,0.0,29.0,5160.0,1,1.0,0
2025-12-08 17:03:00,25628.5,VALLE,down,minor,120.0,33.5,5040.0,1,2.0,1
2025-12-08 17:06:00,25656.25,PICO,up,minor,180.0,27.75,4980.0,0,1.0,0
2025-12-08 17:06:00,25627.5,VALLE,down,minor,0.0,28.75,5160.0,1,1.0,0
2025-12-08 17:10:00,25666.0,PICO,up,minor,240.0,38.5,4920.0,0,1.0,0
2025-12-08 17:19:00,25626.25,VALLE,down,minor,540.0,39.75,4620.0,0,0.0,0
2025-12-08 17:24:00,25671.5,PICO,up,minor,300.0,45.25,4860.0,0,0.0,0
2025-12-08 17:27:00,25638.75,VALLE,down,minor,180.0,32.75,4980.0,0,0.0,0
2025-12-08 17:30:00,25670.25,PICO,up,minor,180.0,31.5,4980.0,0,0.0,0
2025-12-08 18:03:00,25602.0,VALLE,down,minor,1980.0,68.25,3180.0,0,0.0,0
2025-12-08 18:08:00,25647.0,PICO,up,minor,300.0,45.0,4860.0,0,0.0,0
2025-12-08 18:26:00,25593.75,VALLE,down,minor,1080.0,53.25,4080.0,0,0.0,0
2025-12-08 18:42:00,25640.5,PICO,up,minor,960.0,46.75,4200.0,0,0.0,0
2025-12-08 18:46:00,25612.0,VALLE,down,minor,240.0,28.5,4920.0,0,0.0,0
2025-12-08 18:56:00,25666.75,PICO,up,minor,600.0,54.75,4560.0,0,0.0,0
2025-12-08 18:56:00,25637.75,VALLE,down,minor,0.0,29.0,5160.0,1,1.0,0
2025-12-08 18:58:00,25690.0,PICO,up,minor,120.0,52.25,5040.0,1,2.0,1
2025-12-08 18:59:00,25659.75,VALLE,down,minor,60.0,30.25,5100.0,1,2.0,1
2025-12-08 19:00:00,25696.25,PICO,up,minor,60.0,36.5,5100.0,1,2.0,1
2025-12-08 19:04:00,25657.0,VALLE,down,minor,240.0,39.25,4920.0,0,1.0,0
2025-12-08 19:10:00,25691.75,PICO,up,minor,360.0,34.75,4800.0,0,0.0,0
