timestamp,price,type,direction,tag
2025-12-01 06:01:00,25235.0,PICO,up,minor
2025-12-01 06:38:00,25193.25,VALLE,down,minor
2025-12-01 07:00:00,25259.0,PICO,up,minor
2025-12-01 07:05:00,25232.25,VALLE,down,minor
2025-12-01 08:02:00,25275.5,PICO,up,minor
2025-12-01 08:18:00,25238.25,VALLE,down,minor
2025-12-01 09:23:00,25342.75,PICO,up,minor
2025-12-01 10:02:00,25298.75,VALLE,down,minor
2025-12-01 10:10:00,25341.5,PICO,up,minor
2025-12-01 10:57:00,25273.25,VALLE,down,minor
2025-12-01 11:45:00,25333.5,PICO,up,minor
2025-12-01 12:07:00,25288.0,VALLE,down,minor
2025-12-01 12:16:00,25319.75,PICO,up,minor
2025-12-01 12:43:00,25279.75,VALLE,down,minor
2025-12-01 13:00:00,25307.5,PICO,up,minor
2025-12-01 13:49:00,25210.75,VALLE,down,minor
2025-12-01 13:54:00,25241.0,PICO,up,minor
2025-12-01 14:01:00,25214.75,VALLE,down,minor
2025-12-01 14:21:00,25261.75,PICO,up,minor
2025-12-01 14:32:00,25235.0,VALLE,down,minor
2025-12-01 15:15:00,25299.5,PICO,up,minor
2025-12-01 15:25:00,25245.5,VALLE,down,minor
2025-12-01 15:30:00,25289.0,PICO,up,minor
2025-12-01 15:32:00,25234.0,VALLE,down,minor
2025-12-01 15:33:00,25294.25,PICO,up,minor
2025-12-01 15:33:00,25254.25,VALLE,down,minor
2025-12-01 15:35:00,25305.5,PICO,up,minor
2025-12-01 15:35:00,25276.75,VALLE,down,minor
2025-12-01 15:38:00,25322.0,PICO,up,minor
2025-12-01 15:40:00,25251.25,VALLE,down,minor
2025-12-01 15:40:00,25284.25,PICO,up,minor
2025-12-01 15:41:00,25227.25,VALLE,down,minor
2025-12-01 15:42:00,25260.0,PICO,up,minor
2025-12-01 15:43:00,25209.25,VALLE,down,minor
2025-12-01 15:45:00,25278.75,PICO,up,minor
2025-12-01 15:45:00,25237.0,VALLE,down,minor
2025-12-01 15:47:00,25316.0,PICO,up,minor
2025-12-01 15:47:00,25288.5,VALLE,down,minor
2025-12-01 15:48:00,25330.5,PICO,up,minor
2025-12-01 15:49:00,25288.75,VALLE,down,minor
2025-12-01 15:51:00,25331.0,PICO,up,minor
2025-12-01 15:52:00,25303.5,VALLE,down,minor
2025-12-01 15:56:00,25379.5,PICO,up,minor
2025-12-01 15:58:00,25337.0,VALLE,down,minor
2025-12-01 15:58:00,25367.0,PICO,up,minor
2025-12-01 15:59:00,25338.75,VALLE,down,minor
2025-12-01 16:00:00,25384.0,PICO,up,minor
2025-12-01 16:05:00,25332.0,VALLE,down,minor
2025-12-01 16:08:00,25378.0,PICO,up,minor
2025-12-01 16:10:00,25350.0,VALLE,down,minor
2025-12-01 16:13:00,25389.0,PICO,up,minor
2025-12-01 16:16:00,25336.75,VALLE,down,minor
2025-12-01 16:19:00,25374.25,PICO,up,minor
2025-12-01 16:21:00,25327.5,VALLE,down,minor
2025-12-01 16:21:00,25354.75,PICO,up,minor
2025-12-01 16:25:00,25308.25,VALLE,down,minor
2025-12-01 16:27:00,25345.75,PICO,up,minor
2025-12-01 16:27:00,25315.75,VALLE,down,minor
2025-12-01 16:28:00,25342.25,PICO,up,minor
2025-12-01 16:31:00,25305.75,VALLE,down,minor
2025-12-01 16:31:00,25331.25,PICO,up,minor
2025-12-01 16:35:00,25267.5,VALLE,down,minor
2025-12-01 16:36:00,25333.0,PICO,up,minor
2025-12-01 16:36:00,25292.75,VALLE,down,minor
2025-12-01 16:40:00,25360.0,PICO,up,minor
2025-12-01 16:44:00,25316.25,VALLE,down,minor
2025-12-01 16:46:00,25348.25,PICO,up,minor
2025-12-01 16:47:00,25320.5,VALLE,down,minor
2025-12-01 16:51:00,25377.75,PICO,up,minor
2025-12-01 16:51:00,25352.0,VALLE,down,minor
2025-12-01 16:58:00,25420.0,PICO,up,minor
2025-12-01 17:09:00,25348.75,VALLE,down,minor
2025-12-01 17:10:00,25380.25,PICO,up,minor
2025-12-01 17:12:00,25343.0,VALLE,down,minor
2025-12-01 17:13:00,25369.75,PICO,up,minor
2025-12-01 17:17:00,25322.5,VALLE,down,minor
2025-12-01 17:20:00,25377.25,PICO,up,minor
2025-12-01 17:20:00,25350.75,VALLE,down,minor
2025-12-01 17:52:00,25451.0,PICO,up,minor
2025-12-01 17:58:00,25425.0,VALLE,down,minor
2025-12-01 18:07:00,25467.5,PICO,up,minor
2025-12-01 18:16:00,25414.25,VALLE,down,minor
2025-12-01 18:46:00,25495.75,PICO,up,minor
2025-12-01 19:00:00,25446.5,VALLE,down,minor
2025-12-01 19:13:00,25484.25,PICO,up,minor
2025-12-01 19:21:00,25454.25,VALLE,down,minor
2025-12-01 19:57:00,25492.75,PICO,up,minor
2025-12-01 20:33:00,25357.0,VALLE,down,minor
2025-12-01 20:37:00,25415.0,PICO,up,minor
2025-12-01 20:52:00,25368.0,VALLE,down,minor
2025-12-01 20:54:00,25396.0,PICO,up,minor
2025-12-01 21:00:00,25366.75,VALLE,down,minor
2025-12-01 21:12:00,25414.0,PICO,up,minor
2025-12-01 21:19:00,25384.25,VALLE,down,minor
2025-12-01 21:45:00,25421.25,PICO,up,minor
2025-12-01 21:57:00,25365.0,VALLE,down,minor
2025-12-01 22:05:00,25413.5,PICO,up,minor
