timestamp,price,type,direction,tag
2025-11-03 06:01:00,26088.0,PICO,up,major
2025-11-03 08:48:00,26017.25,VALLE,down,major
2025-11-03 15:00:00,26259.75,PICO,up,major
2025-11-03 15:00:00,26188.75,VALLE,down,major
2025-11-03 15:33:00,26266.0,PICO,up,major
2025-11-03 16:07:00,26088.25,VALLE,down,major
2025-11-03 16:13:00,26155.75,PICO,up,major
2025-11-03 16:36:00,26015.5,VALLE,down,major
2025-11-03 16:58:00,26112.0,PICO,up,major
2025-11-03 17:30:00,26043.5,VALLE,down,major
2025-11-03 18:15:00,26144.0,PICO,up,major
2025-11-03 18:26:00,26089.0,VALLE,down,major
2025-11-03 19:37:00,26166.25,PICO,up,major
2025-11-03 20:42:00,26066.25,VALLE,down,major
2025-11-03 20:56:00,26125.5,PICO,up,major
2025-11-03 21:36:00,26071.5,VALLE,down,major
2025-11-03 22:05:00,26180.0,PICO,up,major
