timestamp,price,type,direction,tag,time_from_prev_seconds,price_diff_from_prev,inverted_frequency,above_threshold,consecutive_above,choppiness_trigger
2025-12-11 06:02:00,25512.25,PICO,up,minor,,,,0,,0
2025-12-11 06:34:00,25483.5,VALLE,down,minor,1920.0,28.75,5220.0,1,1.0,0
2025-12-11 07:01:00,25523.5,PICO,up,minor,1620.0,40.0,5520.0,1,2.0,1
2025-12-11 07:29:00,25470.75,VALLE,down,minor,1680.0,52.75,5460.0,1,2.0,1
2025-12-11 07:58:00,25514.75,PICO,up,minor,1740.0,44.0,5400.0,1,2.0,1
2025-12-11 08:06:00,25475.0,VALLE,down,minor,480.0,39.75,6660.0,1,2.0,1
2025-12-11 09:00:00,25543.0,PICO,up,minor,3240.0,68.0,3900.0,0,1.0,0
2025-12-11 09:11:00,25477.25,VALLE,down,minor,660.0,65.75,6480.0,1,1.0,0
2025-12-11 09:28:00,25504.75,PICO,up,minor,1020.0,27.5,6120.0,1,2.0,1
2025-12-11 09:35:00,25474.25,VALLE,down,minor,420.0,30.5,6720.0,1,2.0,1
2025-12-11 09:50:00,25522.0,PICO,up,minor,900.0,47.75,6240.0,1,2.0,1
2025-12-11 09:50:00,25489.0,VALLE,down,minor,0.0,33.0,7140.0,1,2.0,1
2025-12-11 10:54:00,25623.75,PICO,up,minor,3840.0,134.75,3300.0,0,1.0,0
2025-12-11 11:11:00,25580.0,VALLE,down,minor,1020.0,43.75,6120.0,1,1.0,0
2025-12-11 11:16:00,25616.5,PICO,up,minor,300.0,36.5,6840.0,1,2.0,1
2025-12-11 11:36:00,25588.75,VALLE,down,minor,1200.0,27.75,5940.0,1,2.0,1
2025-12-11 13:35:00,25701.0,PICO,up,minor,7140.0,112.25,0.0,0,1.0,0
2025-12-11 14:30:00,25660.75,VALLE,down,minor,3300.0,40.25,3840.0,0,0.0,0
2025-12-11 14:30:00,25687.0,PICO,up,minor,0.0,26.25,7140.0,1,1.0,0
2025-12-11 14:42:00,25632.0,VALLE,down,minor,720.0,55.0,6420.0,1,2.0,1
2025-12-11 14:53:00,25663.5,PICO,up,minor,660.0,31.5,6480.0,1,2.0,1
2025-12-11 14:57:00,25636.5,VALLE,down,minor,240.0,27.0,6900.0,1,2.0,1
2025-12-11 15:22:00,25681.0,PICO,up,minor,1500.0,44.5,5640.0,1,2.0,1
2025-12-11 15:30:00,25589.0,VALLE,down,minor,480.0,92.0,6660.0,1,2.0,1
2025-12-11 15:30:00,25650.25,PICO,up,minor,0.0,61.25,7140.0,1,2.0,1
2025-12-11 15:31:00,25576.0,VALLE,down,minor,60.0,74.25,7080.0,1,2.0,1
2025-12-11 15:32:00,25619.0,PICO,up,minor,60.0,43.0,7080.0,1,2.0,1
2025-12-11 15:34:00,25563.5,VALLE,down,minor,120.0,55.5,7020.0,1,2.0,1
2025-12-11 15:35:00,25609.0,PICO,up,minor,60.0,45.5,7080.0,1,2.0,1
2025-12-11 15:35:00,25564.75,VALLE,down,minor,0.0,44.25,7140.0,1,2.0,1
2025-12-11 15:36:00,25612.25,PICO,up,minor,60.0,47.5,7080.0,1,2.0,1
2025-12-11 15:37:00,25581.75,VALLE,down,minor,60.0,30.5,7080.0,1,2.0,1
2025-12-11 15:38:00,25630.75,PICO,up,minor,60.0,49.0,7080.0,1,2.0,1
2025-12-11 15:40:00,25567.75,VALLE,down,minor,120.0,63.0,7020.0,1,2.0,1
2025-12-11 15:42:00,25601.25,PICO,up,minor,120.0,33.5,7020.0,1,2.0,1
2025-12-11 15:42:00,25556.0,VALLE,down,minor,0.0,45.25,7140.0,1,2.0,1
2025-12-11 15:43:00,25605.25,PICO,up,minor,60.0,49.25,7080.0,1,2.0,1
2025-12-11 15:45:00,25545.25,VALLE,down,minor,120.0,60.0,7020.0,1,2.0,1
2025-12-11 15:45:00,25591.0,PICO,up,minor,0.0,45.75,7140.0,1,2.0,1
2025-12-11 15:49:00,25483.25,VALLE,down,minor,240.0,107.75,6900.0,1,2.0,1
2025-12-11 15:49:00,25513.25,PICO,up,minor,0.0,30.0,7140.0,1,2.0,1
2025-12-11 15:50:00,25457.75,VALLE,down,minor,60.0,55.5,7080.0,1,2.0,1
2025-12-11 15:52:00,25502.25,PICO,up,minor,120.0,44.5,7020.0,1,2.0,1
2025-12-11 15:53:00,25441.25,VALLE,down,minor,60.0,61.0,7080.0,1,2.0,1
2025-12-11 15:53:00,25470.25,PICO,up,minor,0.0,29.0,7140.0,1,2.0,1
2025-12-11 15:55:00,25427.5,VALLE,down,minor,120.0,42.75,7020.0,1,2.0,1
2025-12-11 15:55:00,25462.75,PICO,up,minor,0.0,35.25,7140.0,1,2.0,1
2025-12-11 15:57:00,25403.75,VALLE,down,minor,120.0,59.0,7020.0,1,2.0,1
2025-12-11 15:58:00,25437.75,PICO,up,minor,60.0,34.0,7080.0,1,2.0,1
2025-12-11 16:00:00,25390.25,VALLE,down,minor,120.0,47.5,7020.0,1,2.0,1
2025-12-11 16:02:00,25435.25,PICO,up,minor,120.0,45.0,7020.0,1,2.0,1
2025-12-11 16:02:00,25401.5,VALLE,down,minor,0.0,33.75,7140.0,1,2.0,1
2025-12-11 16:05:00,25476.0,PICO,up,minor,180.0,74.5,6960.0,1,2.0,1
2025-12-11 16:05:00,25448.0,VALLE,down,minor,0.0,28.0,7140.0,1,2.0,1
2025-12-11 16:07:00,25509.5,PICO,up,minor,120.0,61.5,7020.0,1,2.0,1
2025-12-11 16:07:00,25482.25,VALLE,down,minor,0.0,27.25,7140.0,1,2.0,1
2025-12-11 16:11:00,25545.25,PICO,up,minor,240.0,63.0,6900.0,1,2.0,1
2025-12-11 16:11:00,25510.25,VALLE,down,minor,0.0,35.0,7140.0,1,2.0,1
2025-12-11 16:13:00,25567.25,PICO,up,minor,120.0,57.0,7020.0,1,2.0,1
2025-12-11 16:16:00,25533.5,VALLE,down,minor,180.0,33.75,6960.0,1,2.0,1
2025-12-11 16:21:00,25603.75,PICO,up,minor,300.0,70.25,6840.0,1,2.0,1
2025-12-11 16:21:00,25575.5,VALLE,down,minor,0.0,28.25,7140.0,1,2.0,1
2025-12-11 16:28:00,25629.25,PICO,up,minor,420.0,53.75,6720.0,1,2.0,1
2025-12-11 16:30:00,25581.75,VALLE,down,minor,120.0,47.5,7020.0,1,2.0,1
2025-12-11 16:30:00,25610.5,PICO,up,minor,0.0,28.75,7140.0,1,2.0,1
2025-12-11 16:32:00,25573.25,VALLE,down,minor,120.0,37.25,7020.0,1,2.0,1
2025-12-11 16:34:00,25602.5,PICO,up,minor,120.0,29.25,7020.0,1,2.0,1
2025-12-11 16:37:00,25546.0,VALLE,down,minor,180.0,56.5,6960.0,1,2.0,1
2025-12-11 16:39:00,25585.75,PICO,up,minor,120.0,39.75,7020.0,1,2.0,1
2025-12-11 16:44:00,25523.0,VALLE,down,minor,300.0,62.75,6840.0,1,2.0,1
2025-12-11 16:46:00,25563.0,PICO,up,minor,120.0,40.0,7020.0,1,2.0,1
2025-12-11 16:50:00,25469.25,VALLE,down,minor,240.0,93.75,6900.0,1,2.0,1
2025-12-11 16:50:00,25502.0,PICO,up,minor,0.0,32.75,7140.0,1,2.0,1
2025-12-11 16:51:00,25455.5,VALLE,down,minor,60.0,46.5,7080.0,1,2.0,1
2025-12-11 16:55:00,25526.25,PICO,up,minor,240.0,70.75,6900.0,1,2.0,1
2025-12-11 16:55:00,25498.0,VALLE,down,minor,0.0,28.25,7140.0,1,2.0,1
