timestamp,price,type,direction,tag
2025-11-11 00:08:00,25701.0,VALLE,down,major
2025-11-11 01:04:00,25768.75,PICO,up,major
2025-11-11 07:00:00,25652.0,VALLE,down,major
2025-11-11 07:32:00,25705.0,PICO,up,major
2025-11-11 11:01:00,25596.25,VALLE,down,major
2025-11-11 12:14:00,25647.75,PICO,up,major
2025-11-11 14:26:00,25571.75,VALLE,down,major
2025-11-11 15:37:00,25646.0,PICO,up,major
2025-11-11 15:50:00,25560.25,VALLE,down,major
2025-11-11 15:59:00,25633.5,PICO,up,major
2025-11-11 16:06:00,25544.5,VALLE,down,major
2025-11-11 16:10:00,25597.5,PICO,up,major
2025-11-11 16:56:00,25486.5,VALLE,down,major
2025-11-11 17:24:00,25591.5,PICO,up,major
2025-11-11 17:30:00,25478.5,VALLE,down,major
2025-11-11 19:21:00,25671.75,PICO,up,major
2025-11-11 19:36:00,25607.25,VALLE,down,major
2025-11-11 19:59:00,25696.25,PICO,up,major
2025-11-11 21:59:00,25619.75,VALLE,down,major
