timestamp,price,type,direction,tag
2025-01-10 15:36:00+01:00,2762.4,PICO,up,major
2025-01-14 14:39:00+01:00,2699.4,VALLE,down,major
2025-01-24 16:28:00+01:00,2822.2,PICO,up,major
2025-01-27 18:13:00+01:00,2759.4,VALLE,down,major
2025-01-31 16:14:00+01:00,2862.9,PICO,up,major
2025-02-03 03:34:00+01:00,2802.2,VALLE,down,major
2025-02-11 03:17:00+01:00,2968.5,PICO,up,major
2025-02-12 14:32:00+01:00,2886.5,VALLE,down,major
2025-02-14 11:37:00+01:00,2964.1,PICO,up,major
2025-02-17 00:28:00+01:00,2887.6,VALLE,down,major
2025-02-24 15:04:00+01:00,2974.0,PICO,up,major
