timestamp,price,type,direction,tag,time_from_prev_seconds,price_diff_from_prev,inverted_frequency,above_threshold,consecutive_above,choppiness_trigger
2025-11-04 01:29:00,25981.25,VALLE,down,minor,,,,0,,0
2025-11-04 02:25:00,26031.0,PICO,up,minor,3360.0,49.75,13860.0,0,0.0,0
2025-11-04 07:12:00,25752.75,VALLE,down,minor,17220.0,278.25,0.0,0,0.0,0
2025-11-04 07:18:00,25799.0,PICO,up,minor,360.0,46.25,16860.0,0,0.0,0
2025-11-04 07:30:00,25742.0,VALLE,down,minor,720.0,57.0,16500.0,0,0.0,0
2025-11-04 07:52:00,25799.5,PICO,up,minor,1320.0,57.5,15900.0,0,0.0,0
2025-11-04 08:10:00,25735.5,VALLE,down,minor,1080.0,64.0,16140.0,0,0.0,0
2025-11-04 08:37:00,25801.5,PICO,up,minor,1620.0,66.0,15600.0,0,0.0,0
2025-11-04 09:15:00,25729.75,VALLE,down,minor,2280.0,71.75,14940.0,0,0.0,0
2025-11-04 09:41:00,25791.0,PICO,up,minor,1560.0,61.25,15660.0,0,0.0,0
2025-11-04 10:09:00,25727.75,VALLE,down,minor,1680.0,63.25,15540.0,0,0.0,0
2025-11-04 10:12:00,25772.25,PICO,up,minor,180.0,44.5,17040.0,0,0.0,0
2025-11-04 10:37:00,25711.0,VALLE,down,minor,1500.0,61.25,15720.0,0,0.0,0
2025-11-04 10:41:00,25752.25,PICO,up,minor,240.0,41.25,16980.0,0,0.0,0
2025-11-04 11:05:00,25645.0,VALLE,down,minor,1440.0,107.25,15780.0,0,0.0,0
2025-11-04 12:32:00,25792.5,PICO,up,minor,5220.0,147.5,12000.0,0,0.0,0
2025-11-04 13:12:00,25725.0,VALLE,down,minor,2400.0,67.5,14820.0,0,0.0,0
2025-11-04 13:33:00,25790.75,PICO,up,minor,1260.0,65.75,15960.0,0,0.0,0
2025-11-04 14:39:00,25684.5,VALLE,down,minor,3960.0,106.25,13260.0,0,0.0,0
2025-11-04 14:54:00,25735.25,PICO,up,minor,900.0,50.75,16320.0,0,0.0,0
2025-11-04 15:03:00,25684.0,VALLE,down,minor,540.0,51.25,16680.0,0,0.0,0
2025-11-04 15:19:00,25751.5,PICO,up,minor,960.0,67.5,16260.0,0,0.0,0
2025-11-04 15:30:00,25705.5,VALLE,down,minor,660.0,46.0,16560.0,0,0.0,0
2025-11-04 15:31:00,25756.5,PICO,up,minor,60.0,51.0,17160.0,0,0.0,0
2025-11-04 15:33:00,25672.0,VALLE,down,minor,120.0,84.5,17100.0,0,0.0,0
2025-11-04 15:33:00,25718.25,PICO,up,minor,0.0,46.25,17220.0,0,0.0,0
2025-11-04 15:34:00,25663.0,VALLE,down,minor,60.0,55.25,17160.0,0,0.0,0
2025-11-04 15:36:00,25724.0,PICO,up,minor,120.0,61.0,17100.0,0,0.0,0
