timestamp,price,type,direction,tag,time_from_prev_seconds,price_diff_from_prev,inverted_frequency,above_threshold,consecutive_above,choppiness_trigger
2025-10-17 00:10:00,24858.5,PICO,up,minor,,,,0,,0
2025-10-17 00:25:00,24790.0,VALLE,down,minor,900.0,68.5,3660.0,0,0.0,0
2025-10-17 00:37:00,24824.25,PICO,up,minor,720.0,34.25,3840.0,0,0.0,0
2025-10-17 01:00:00,24728.5,VALLE,down,minor,1380.0,95.75,3180.0,0,0.0,0
2025-10-17 01:02:00,24755.5,PICO,up,minor,120.0,27.0,4440.0,0,0.0,0
2025-10-17 01:07:00,24723.0,VALLE,down,minor,300.0,32.5,4260.0,0,0.0,0
2025-10-17 01:22:00,24768.5,PICO,up,minor,900.0,45.5,3660.0,0,0.0,0
2025-10-17 01:30:00,24720.0,VALLE,down,minor,480.0,48.5,4080.0,0,0.0,0
2025-10-17 01:34:00,24746.25,PICO,up,minor,240.0,26.25,4320.0,0,0.0,0
2025-10-17 01:40:00,24721.25,VALLE,down,minor,360.0,25.0,4200.0,0,0.0,0
2025-10-17 01:46:00,24758.5,PICO,up,minor,360.0,37.25,4200.0,0,0.0,0
2025-10-17 01:50:00,24732.0,VALLE,down,minor,240.0,26.5,4320.0,0,0.0,0
2025-10-17 02:11:00,24795.0,PICO,up,minor,1260.0,63.0,3300.0,0,0.0,0
2025-10-17 02:18:00,24758.25,VALLE,down,minor,420.0,36.75,4140.0,0,0.0,0
2025-10-17 02:36:00,24791.75,PICO,up,minor,1080.0,33.5,3480.0,0,0.0,0
2025-10-17 02:51:00,24766.5,VALLE,down,minor,900.0,25.25,3660.0,0,0.0,0
2025-10-17 03:08:00,24835.75,PICO,up,minor,1020.0,69.25,3540.0,0,0.0,0
2025-10-17 03:54:00,24739.25,VALLE,down,minor,2760.0,96.5,1800.0,0,0.0,0
2025-10-17 03:54:00,24771.75,PICO,up,minor,0.0,32.5,4560.0,0,0.0,0
2025-10-17 03:58:00,24729.5,VALLE,down,minor,240.0,42.25,4320.0,0,0.0,0
2025-10-17 04:05:00,24767.0,PICO,up,minor,420.0,37.5,4140.0,0,0.0,0
2025-10-17 04:10:00,24729.25,VALLE,down,minor,300.0,37.75,4260.0,0,0.0,0
2025-10-17 04:15:00,24763.75,PICO,up,minor,300.0,34.5,4260.0,0,0.0,0
2025-10-17 04:27:00,24731.5,VALLE,down,minor,720.0,32.25,3840.0,0,0.0,0
2025-10-17 04:48:00,24772.75,PICO,up,minor,1260.0,41.25,3300.0,0,0.0,0
2025-10-17 05:15:00,24740.75,VALLE,down,minor,1620.0,32.0,2940.0,0,0.0,0
2025-10-17 05:33:00,24768.25,PICO,up,minor,1080.0,27.5,3480.0,0,0.0,0
2025-10-17 05:53:00,24705.25,VALLE,down,minor,1200.0,63.0,3360.0,0,0.0,0
2025-10-17 06:04:00,24740.5,PICO,up,minor,660.0,35.25,3900.0,0,0.0,0
2025-10-17 07:20:00,24650.25,VALLE,down,minor,4560.0,90.25,0.0,0,0.0,0
2025-10-17 07:23:00,24684.0,PICO,up,minor,180.0,33.75,4380.0,0,0.0,0
