timestamp;price;volume;lado;bid;ask
2025-12-09 00:00:00.023;25713,0;16;BID;25711,25;25715,25
2025-12-09 00:00:00.023;25712,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.023;25712,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.023;25713,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.023;25713,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.023;25713,75;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.024;25714,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.024;25715,0;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.024;25714,0;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.024;25714,0;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.024;25713,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.024;25713,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.024;25713,75;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.024;25713,75;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.024;25713,75;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.032;25714,25;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.032;25713,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.032;25713,75;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.036;25713,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.040;25711,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.040;25713,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.048;25712,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.048;25712,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.048;25712,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.048;25712,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.048;25712,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.056;25712,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.056;25712,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.056;25712,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.056;25712,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.060;25710,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.072;25710,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.072;25710,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.072;25710,0;2;BID;25711,25;25715,25
2025-12-09 00:00:00.072;25710,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.104;25708,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.104;25708,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.104;25707,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.104;25707,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.104;25707,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.104;25707,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.104;25707,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.104;25707,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.108;25706,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.108;25706,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.200;25707,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.216;25709,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.216;25710,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.268;25711,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.268;25711,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.292;25713,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.308;25712,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.308;25713,25;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.320;25714,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.320;25714,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.320;25715,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.320;25715,5;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.320;25716,0;2;ASK;25711,25;25715,25
2025-12-09 00:00:00.364;25711,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.376;25713,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.376;25708,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.376;25708,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.376;25706,5;2;BID;25711,25;25715,25
2025-12-09 00:00:00.376;25706,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.376;25706,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.380;25709,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.536;25709,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.608;25709,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.692;25711,75;1;BID;25711,25;25715,25
2025-12-09 00:00:00.692;25707,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.692;25707,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.720;25710,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.728;25710,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.732;25712,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.744;25710,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.760;25712,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.800;25710,5;1;BID;25711,25;25715,25
2025-12-09 00:00:00.816;25713,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.816;25713,0;1;BID;25711,25;25715,25
2025-12-09 00:00:00.840;25714,25;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.856;25714,25;1;ASK;25711,25;25715,25
2025-12-09 00:00:00.956;25710,25;1;BID;25711,25;25715,25
2025-12-09 00:00:00.984;25715,0;1;ASK;25711,25;25715,25
2025-12-09 00:00:01.008;25712,75;1;BID;25712,75;25714,75
2025-12-09 00:00:01.008;25712,25;2;BID;25712,75;25714,75
2025-12-09 00:00:01.016;25712,25;1;BID;25712,75;25714,75
2025-12-09 00:00:01.036;25711,75;1;BID;25712,75;25714,75
2025-12-09 00:00:01.060;25712,5;1;BID;25712,75;25714,75
2025-12-09 00:00:01.156;25713,0;1;BID;25712,75;25714,75
2025-12-09 00:00:01.248;25708,5;2;BID;25712,75;25714,75
2025-12-09 00:00:01.304;25713,0;1;BID;25712,75;25714,75
2025-12-09 00:00:01.304;25713,0;1;BID;25712,75;25714,75
2025-12-09 00:00:01.404;25711,25;1;BID;25712,75;25714,75
2025-12-09 00:00:01.476;25709,25;1;BID;25712,75;25714,75
2025-12-09 00:00:01.476;25709,25;1;BID;25712,75;25714,75
2025-12-09 00:00:01.560;25713,5;2;BID;25712,75;25714,75
2025-12-09 00:00:01.696;25713,25;1;BID;25712,75;25714,75
2025-12-09 00:00:01.696;25713,25;1;BID;25712,75;25714,75
2025-12-09 00:00:01.696;25713,25;1;BID;25712,75;25714,75
2025-12-09 00:00:01.708;25712,0;1;BID;25712,75;25714,75
2025-12-09 00:00:01.736;25713,75;1;ASK;25712,75;25714,75
2025-12-09 00:00:01.760;25714,5;1;ASK;25712,75;25714,75
