timestamp;precio;volume;lado;bid;ask
2025-12-16 00:00:00.022;25101,25;3;BID;25105,0;25108,5
2025-12-16 00:00:00.360;25105,0;1;BID;25105,0;25108,5
2025-12-16 00:00:00.408;25104,25;1;BID;25105,0;25108,5
2025-12-16 00:00:00.464;25105,0;1;BID;25105,0;25108,5
2025-12-16 00:00:01.172;25108,5;1;ASK;25105,5;25111,25
2025-12-16 00:00:01.316;25109,75;6;ASK;25105,5;25111,25
2025-12-16 00:00:01.616;25109,75;1;ASK;25105,5;25111,25
2025-12-16 00:00:01.692;25109,75;1;ASK;25105,5;25111,25
2025-12-16 00:00:01.908;25109,75;1;ASK;25105,5;25111,25
2025-12-16 00:00:02.564;25110,0;1;ASK;25104,25;25110,25
2025-12-16 00:00:02.564;25110,25;1;ASK;25104,25;25110,25
2025-12-16 00:00:02.572;25111,75;1;ASK;25104,25;25110,25
2025-12-16 00:00:02.584;25111,75;1;ASK;25104,25;25110,25
2025-12-16 00:00:02.648;25104,0;1;BID;25104,25;25110,25
2025-12-16 00:00:07.340;25109,75;1;ASK;25106,5;25109,75
2025-12-16 00:00:07.448;25106,75;1;BID;25106,5;25109,75
2025-12-16 00:00:09.644;25109,75;1;ASK;25106,75;25110,5
2025-12-16 00:00:11.068;25110,0;1;ASK;25107,5;25109,75
2025-12-16 00:00:12.636;25108,25;1;BID;25108,25;25110,5
2025-12-16 00:00:18.592;25108,25;1;BID;25108,75;25110,5
2025-12-16 00:00:18.592;25108,25;1;BID;25108,75;25110,5
2025-12-16 00:00:19.372;25108,75;1;BID;25108,75;25110,5
2025-12-16 00:00:19.372;25108,75;1;BID;25108,75;25110,5
2025-12-16 00:00:20.468;25108,75;1;BID;25108,25;25110,5
2025-12-16 00:00:23.124;25108,25;1;ASK;25105,5;25108,25
2025-12-16 00:00:25.624;25105,25;1;BID;25104,75;25108,25
2025-12-16 00:00:25.624;25105,25;1;BID;25104,75;25108,25
2025-12-16 00:00:29.444;25106,75;1;ASK;25104,25;25108,0
2025-12-16 00:00:29.444;25108,25;1;ASK;25104,25;25108,0
2025-12-16 00:00:43.884;25105,75;1;ASK;25103,5;25105,75
2025-12-16 00:00:47.868;25103,5;1;ASK;25102,25;25104,25
2025-12-16 00:00:47.868;25103,0;1;BID;25102,25;25104,25
2025-12-16 00:00:49.436;25104,25;1;BID;25103,75;25106,0
2025-12-16 00:00:49.436;25104,25;1;BID;25103,75;25106,0
2025-12-16 00:00:53.832;25107,75;1;ASK;25105,5;25108,25
2025-12-16 00:00:56.428;25109,25;1;ASK;25106,75;25109,0
2025-12-16 00:00:56.428;25109,25;1;ASK;25106,75;25109,0
2025-12-16 00:00:56.428;25109,75;1;ASK;25106,75;25109,0
2025-12-16 00:00:57.836;25106,75;1;BID;25105,75;25109,0
