timestamp,open,high,low,close,volume
2018-03-07 00:01:00+01:00,1796.3,1797.2,1795.1,1797.0,1598
2018-03-07 00:02:00+01:00,1797.0,1798.5,1796.9,1797.9,1148
2018-03-07 00:03:00+01:00,1798.1,1798.6,1797.6,1798.0,501
2018-03-07 00:04:00+01:00,1797.9,1798.8,1797.8,1798.7,441
2018-03-07 00:05:00+01:00,1798.6,1798.8,1797.5,1797.8,321
2018-03-07 00:06:00+01:00,1797.7,1797.7,1796.6,1796.7,469
2018-03-07 00:07:00+01:00,1796.7,1797.4,1796.6,1797.3,231
2018-03-07 00:08:00+01:00,1797.4,1798.2,1797.3,1798.0,273
2018-03-07 00:09:00+01:00,1797.9,1798.3,1797.5,1798.2,201
2018-03-07 00:10:00+01:00,1798.1,1798.3,1797.8,1798.1,265
2018-03-07 00:11:00+01:00,1798.1,1798.2,1797.1,1797.4,246
2018-03-07 00:12:00+01:00,1797.3,1797.6,1797.2,1797.2,110
2018-03-07 00:13:00+01:00,1797.2,1797.4,1796.8,1797.3,190
2018-03-07 00:14:00+01:00,1797.3,1797.4,1797.2,1797.3,124
2018-03-07 00:15:00+01:00,1797.3,1797.3,1796.9,1797.1,200
2018-03-07 00:16:00+01:00,1797.0,1797.1,1796.4,1796.4,256
2018-03-07 00:17:00+01:00,1796.5,1797.3,1796.2,1796.7,285
2018-03-07 00:18:00+01:00,1796.6,1796.7,1796.1,1796.1,143
2018-03-07 00:19:00+01:00,1796.2,1796.4,1796.1,1796.1,114
2018-03-07 00:20:00+01:00,1796.1,1796.3,1795.7,1795.7,140
2018-03-07 00:21:00+01:00,1795.7,1796.0,1795.4,1795.5,163
2018-03-07 00:22:00+01:00,1795.6,1795.7,1794.8,1795.0,160
2018-03-07 00:23:00+01:00,1795.0,1795.3,1794.6,1795.2,160
2018-03-07 00:24:00+01:00,1795.2,1795.6,1795.1,1795.4,119
2018-03-07 00:25:00+01:00,1795.4,1795.7,1795.4,1795.6,38
2018-03-07 00:26:00+01:00,1795.6,1795.7,1795.5,1795.6,56
2018-03-07 00:27:00+01:00,1795.6,1795.7,1795.5,1795.6,35
2018-03-07 00:28:00+01:00,1795.6,1796.2,1795.5,1796.1,113
2018-03-07 00:29:00+01:00,1796.0,1796.5,1796.0,1796.5,99
2018-03-07 00:30:00+01:00,1796.5,1796.5,1796.3,1796.3,51
2018-03-07 00:31:00+01:00,1796.2,1796.3,1795.8,1795.9,193
2018-03-07 00:32:00+01:00,1795.8,1796.0,1795.8,1796.0,33
2018-03-07 00:33:00+01:00,1796.1,1796.2,1795.9,1795.9,35
2018-03-07 00:34:00+01:00,1796.0,1796.5,1795.9,1796.4,113
2018-03-07 00:35:00+01:00,1796.5,1796.6,1796.4,1796.5,97
2018-03-07 00:36:00+01:00,1796.5,1796.9,1796.5,1796.7,68
2018-03-07 00:37:00+01:00,1796.7,1796.8,1796.5,1796.7,170
2018-03-07 00:38:00+01:00,1796.7,1797.1,1796.7,1797.0,132
2018-03-07 00:39:00+01:00,1797.0,1797.0,1796.8,1796.8,32
2018-03-07 00:40:00+01:00,1796.8,1796.8,1796.6,1796.6,33
2018-03-07 00:41:00+01:00,1796.6,1796.6,1796.2,1796.4,67
2018-03-07 00:42:00+01:00,1796.4,1796.4,1795.8,1795.8,157
2018-03-07 00:43:00+01:00,1795.9,1796.4,1795.8,1796.3,78
2018-03-07 00:44:00+01:00,1796.4,1796.6,1796.3,1796.5,25
2018-03-07 00:45:00+01:00,1796.4,1797.1,1796.4,1797.0,197
2018-03-07 00:46:00+01:00,1796.9,1797.4,1796.9,1797.3,312
2018-03-07 00:47:00+01:00,1797.3,1797.3,1796.9,1796.9,108
2018-03-07 00:48:00+01:00,1797.0,1797.0,1796.9,1797.0,51
2018-03-07 00:49:00+01:00,1797.0,1797.4,1797.0,1797.3,122
2018-03-07 00:50:00+01:00,1797.4,1797.4,1796.9,1797.1,73
2018-03-07 00:51:00+01:00,1797.0,1797.1,1796.9,1797.0,65
2018-03-07 00:52:00+01:00,1796.9,1797.1,1796.9,1796.9,36
2018-03-07 00:53:00+01:00,1796.9,1797.1,1796.9,1796.9,24
2018-03-07 00:54:00+01:00,1797.0,1797.0,1796.9,1797.0,26
2018-03-07 00:55:00+01:00,1796.9,1797.0,1796.9,1797.0,13
2018-03-07 00:56:00+01:00,1796.9,1797.0,1796.9,1796.9,21
2018-03-07 00:57:00+01:00,1797.0,1797.0,1797.0,1797.0,13
2018-03-07 00:58:00+01:00,1797.0,1797.0,1796.9,1797.0,86
2018-03-07 00:59:00+01:00,1797.0,1797.2,1797.0,1797.2,49
2018-03-07 01:00:00+01:00,1797.2,1797.6,1797.2,1797.2,211
2018-03-07 01:01:00+01:00,1797.2,1797.3,1796.9,1797.0,143
2018-03-07 01:02:00+01:00,1797.1,1797.6,1797.1,1797.3,264
2018-03-07 01:03:00+01:00,1797.3,1797.9,1797.2,1797.4,247
2018-03-07 01:04:00+01:00,1797.4,1798.3,1797.4,1798.1,258
2018-03-07 01:05:00+01:00,1798.1,1798.1,1797.7,1797.7,89
2018-03-07 01:06:00+01:00,1797.7,1798.1,1797.6,1798.0,154
2018-03-07 01:07:00+01:00,1798.0,1798.0,1797.8,1798.0,92
2018-03-07 01:08:00+01:00,1798.0,1798.1,1797.6,1797.8,66
2018-03-07 01:09:00+01:00,1797.8,1798.4,1797.7,1798.2,376
2018-03-07 01:10:00+01:00,1798.1,1798.6,1798.1,1798.1,211
2018-03-07 01:11:00+01:00,1798.0,1798.2,1797.3,1797.9,593
2018-03-07 01:12:00+01:00,1797.9,1798.4,1797.9,1797.9,254
2018-03-07 01:13:00+01:00,1797.9,1797.9,1797.4,1797.4,185
2018-03-07 01:14:00+01:00,1797.4,1797.5,1797.2,1797.3,188
2018-03-07 01:15:00+01:00,1797.3,1797.3,1796.8,1796.8,277
2018-03-07 01:16:00+01:00,1796.8,1797.1,1796.6,1796.6,198
2018-03-07 01:17:00+01:00,1796.6,1796.7,1796.3,1796.5,185
2018-03-07 01:18:00+01:00,1796.5,1796.7,1796.5,1796.6,91
2018-03-07 01:19:00+01:00,1796.7,1796.8,1796.6,1796.7,100
2018-03-07 01:20:00+01:00,1796.7,1796.8,1796.3,1796.4,113
2018-03-07 01:21:00+01:00,1796.5,1796.5,1796.0,1796.1,213
2018-03-07 01:22:00+01:00,1796.1,1796.2,1795.6,1796.0,272
2018-03-07 01:23:00+01:00,1796.0,1796.3,1795.8,1796.2,147
2018-03-07 01:24:00+01:00,1796.3,1796.3,1795.8,1795.9,128
2018-03-07 01:25:00+01:00,1796.0,1796.0,1795.5,1795.6,167
2018-03-07 01:26:00+01:00,1795.6,1796.0,1795.5,1795.8,180
2018-03-07 01:27:00+01:00,1795.9,1796.2,1795.7,1795.8,303
2018-03-07 01:28:00+01:00,1795.8,1795.8,1795.6,1795.7,112
2018-03-07 01:29:00+01:00,1795.6,1795.8,1795.6,1795.8,50
2018-03-07 01:30:00+01:00,1795.7,1795.8,1795.5,1795.7,98
2018-03-07 01:31:00+01:00,1795.7,1795.7,1795.5,1795.6,132
2018-03-07 01:32:00+01:00,1795.6,1795.9,1795.6,1795.9,92
2018-03-07 01:33:00+01:00,1795.8,1796.2,1795.8,1796.0,156
2018-03-07 01:34:00+01:00,1796.0,1796.0,1795.4,1795.5,160
2018-03-07 01:35:00+01:00,1795.5,1795.7,1795.5,1795.5,67
2018-03-07 01:36:00+01:00,1795.5,1795.7,1795.3,1795.5,195
2018-03-07 01:37:00+01:00,1795.5,1795.9,1795.5,1795.8,108
2018-03-07 01:38:00+01:00,1795.8,1796.0,1795.8,1795.9,77
2018-03-07 01:39:00+01:00,1795.9,1796.2,1795.9,1796.1,165
2018-03-07 01:40:00+01:00,1796.0,1796.2,1796.0,1796.1,53
2018-03-07 01:41:00+01:00,1796.0,1796.1,1795.9,1796.0,62
2018-03-07 01:42:00+01:00,1795.9,1795.9,1795.5,1795.5,86
2018-03-07 01:43:00+01:00,1795.5,1795.6,1795.4,1795.5,68
2018-03-07 01:44:00+01:00,1795.4,1795.5,1795.3,1795.3,64
2018-03-07 01:45:00+01:00,1795.2,1795.2,1794.9,1795.1,278
2018-03-07 01:46:00+01:00,1795.1,1795.6,1795.1,1795.3,224
2018-03-07 01:47:00+01:00,1795.2,1795.4,1795.2,1795.3,79
2018-03-07 01:48:00+01:00,1795.3,1795.4,1795.3,1795.3,73
2018-03-07 01:49:00+01:00,1795.3,1795.6,1795.0,1795.2,176
2018-03-07 01:50:00+01:00,1795.2,1795.3,1795.0,1795.3,90
2018-03-07 01:51:00+01:00,1795.3,1795.3,1794.9,1794.9,169
2018-03-07 01:52:00+01:00,1794.9,1795.1,1794.9,1795.0,54
2018-03-07 01:53:00+01:00,1795.0,1795.1,1794.9,1795.1,58
2018-03-07 01:54:00+01:00,1795.1,1795.5,1795.1,1795.5,82
2018-03-07 01:55:00+01:00,1795.5,1795.6,1795.0,1795.1,127
2018-03-07 01:56:00+01:00,1795.1,1795.4,1795.0,1795.3,137
2018-03-07 01:57:00+01:00,1795.3,1795.3,1795.1,1795.1,70
2018-03-07 01:58:00+01:00,1795.2,1795.2,1794.8,1794.8,230
2018-03-07 01:59:00+01:00,1794.8,1794.9,1794.6,1794.7,175
2018-03-07 02:00:00+01:00,1794.7,1794.9,1794.7,1794.7,116
2018-03-07 02:01:00+01:00,1794.8,1794.9,1793.9,1793.9,902
2018-03-07 02:02:00+01:00,1793.9,1794.5,1793.7,1794.5,599
2018-03-07 02:03:00+01:00,1794.6,1794.6,1794.2,1794.4,245
2018-03-07 02:04:00+01:00,1794.3,1794.4,1793.7,1793.8,223
2018-03-07 02:05:00+01:00,1793.8,1793.8,1793.3,1793.4,528
2018-03-07 02:06:00+01:00,1793.5,1793.8,1793.3,1793.6,348
2018-03-07 02:07:00+01:00,1793.5,1793.8,1793.5,1793.6,153
2018-03-07 02:08:00+01:00,1793.6,1793.8,1793.5,1793.8,134
2018-03-07 02:09:00+01:00,1793.8,1793.8,1793.4,1793.5,249
2018-03-07 02:10:00+01:00,1793.6,1794.1,1793.6,1794.0,232
2018-03-07 02:11:00+01:00,1794.0,1794.0,1793.5,1793.6,177
2018-03-07 02:12:00+01:00,1793.6,1793.6,1793.3,1793.5,112
2018-03-07 02:13:00+01:00,1793.5,1793.5,1793.3,1793.4,148
2018-03-07 02:14:00+01:00,1793.5,1793.6,1793.3,1793.5,156
2018-03-07 02:15:00+01:00,1793.6,1793.7,1793.4,1793.4,92
2018-03-07 02:16:00+01:00,1793.4,1793.7,1793.4,1793.7,54
2018-03-07 02:17:00+01:00,1793.7,1793.8,1793.5,1793.6,143
2018-03-07 02:18:00+01:00,1793.5,1793.7,1793.4,1793.6,124
2018-03-07 02:19:00+01:00,1793.6,1793.8,1793.6,1793.6,115
2018-03-07 02:20:00+01:00,1793.6,1793.8,1793.5,1793.8,85
2018-03-07 02:21:00+01:00,1793.7,1793.8,1793.4,1793.5,64
