timestamp;precio;volume;lado;bid;ask
2025-12-15 00:00:00.072;25223,5;124;ASK;25223,5;25223,5
2025-12-15 00:00:00.080;25223,5;26;ASK;25223,5;25223,5
2025-12-15 00:00:00.080;25223,5;5;ASK;25223,5;25223,5
2025-12-15 00:00:00.096;25223,5;3;ASK;25223,5;25223,5
2025-12-15 00:00:00.144;25223,5;2;ASK;25223,5;25223,5
2025-12-15 00:00:00.148;25223,5;5;ASK;25223,5;25223,5
2025-12-15 00:00:00.152;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.152;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.164;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.164;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.168;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.176;25223,5;3;ASK;25223,5;25223,5
2025-12-15 00:00:00.188;25223,5;3;ASK;25223,5;25223,5
2025-12-15 00:00:00.204;25223,5;4;ASK;25223,5;25223,5
2025-12-15 00:00:00.212;25223,5;2;ASK;25223,5;25223,5
2025-12-15 00:00:00.220;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.220;25224,75;1;ASK;25224,75;25224,75
2025-12-15 00:00:00.220;25225,0;1;ASK;25225,0;25225,0
2025-12-15 00:00:00.220;25223,5;10;ASK;25223,5;25223,5
2025-12-15 00:00:00.248;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.260;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.276;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.276;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.284;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.284;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.284;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.284;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.288;25223,5;3;ASK;25223,5;25223,5
2025-12-15 00:00:00.296;25223,5;2;ASK;25223,5;25223,5
2025-12-15 00:00:00.300;25224,75;1;ASK;25224,75;25224,75
2025-12-15 00:00:00.324;25224,75;1;ASK;25224,75;25224,75
2025-12-15 00:00:00.332;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.336;25224,75;1;ASK;25224,75;25224,75
2025-12-15 00:00:00.336;25224,75;1;ASK;25224,75;25224,75
2025-12-15 00:00:00.340;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.352;25223,5;2;ASK;25223,5;25223,5
2025-12-15 00:00:00.356;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.360;25223,5;4;ASK;25223,5;25223,5
2025-12-15 00:00:00.376;25223,5;140;ASK;25223,5;25223,5
2025-12-15 00:00:00.376;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.380;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.380;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.392;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.392;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.392;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.400;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.412;25223,5;1;ASK;25223,5;25223,5
2025-12-15 00:00:00.432;25223,5;2;ASK;25223,5;25223,5
2025-12-15 00:00:00.432;25223,5;3;ASK;25223,5;25223,5
2025-12-15 00:00:00.452;25223,5;1;ASK;25223,5;25223,5
