timestamp;precio;volume;lado;bid;ask
2025-12-19 00:00:00.023;25002,5;1;BID;25004,25;25008,5
2025-12-19 00:00:00.024;25005,75;1;BID;25004,25;25008,5
2025-12-19 00:00:00.736;25003,0;1;BID;25004,25;25008,5
2025-12-19 00:00:02.568;25008,25;1;ASK;24996,25;25004,25
2025-12-19 00:00:04.100;24997,25;1;BID;24995,75;25002,0
2025-12-19 00:00:04.100;24997,25;1;BID;24995,75;25002,0
2025-12-19 00:00:04.100;24997,25;1;BID;24995,75;25002,0
2025-12-19 00:00:04.100;24994,0;1;BID;24995,75;25002,0
2025-12-19 00:00:37.476;25008,25;1;ASK;25005,0;25008,25
2025-12-19 00:00:37.480;25008,5;1;ASK;25005,0;25008,25
2025-12-19 00:00:44.884;25008,5;3;ASK;25007,25;25008,5
2025-12-19 00:00:45.052;25008,5;1;ASK;25005,25;25011,25
2025-12-19 00:01:00.804;25010,25;1;BID;25008,0;25013,25
2025-12-19 00:01:45.140;25013,5;1;BID;25013,0;25016,25
2025-12-19 00:01:45.140;25013,5;2;BID;25013,0;25016,25
2025-12-19 00:01:45.140;25013,5;1;BID;25013,0;25016,25
2025-12-19 00:01:45.140;25013,5;1;BID;25013,0;25016,25
2025-12-19 00:01:50.044;25014,25;1;ASK;25011,5;25014,5
2025-12-19 00:02:03.472;25011,75;1;ASK;25009,5;25012,25
2025-12-19 00:02:17.472;25010,25;1;BID;25009,0;25012,0
2025-12-19 00:02:21.444;25009,25;1;BID;25008,25;25011,75
2025-12-19 00:02:29.848;25009,0;1;ASK;25005,75;25009,25
2025-12-19 00:02:30.984;25001,75;1;BID;25001,25;25007,25
2025-12-19 00:02:30.984;25001,75;1;BID;25001,25;25007,25
2025-12-19 00:02:30.984;25001,25;1;BID;25001,25;25007,25
2025-12-19 00:03:40.476;25009,75;1;BID;25009,0;25013,75
2025-12-19 00:03:53.724;25005,75;1;ASK;25003,75;25007,0
2025-12-19 00:04:16.032;25009,0;1;ASK;25004,5;25009,0
2025-12-19 00:05:41.084;25001,25;1;ASK;24996,25;25002,25
2025-12-19 00:06:06.284;24998,0;1;BID;24998,0;25001,25
2025-12-19 00:06:30.148;24993,5;1;ASK;24990,0;24993,75
2025-12-19 00:06:51.304;24992,0;1;ASK;24988,75;24992,0
2025-12-19 00:07:04.992;24988,75;1;ASK;24985,75;24989,5
2025-12-19 00:07:04.992;24988,5;1;ASK;24985,75;24989,5
2025-12-19 00:07:08.104;24987,5;1;ASK;24983,75;24988,5
2025-12-19 00:07:19.768;24983,0;1;ASK;24980,25;24984,5
2025-12-19 00:07:23.580;24981,25;1;ASK;24978,0;24982,25
2025-12-19 00:07:24.824;24977,5;1;BID;24978,0;24981,75
2025-12-19 00:07:37.132;24983,5;1;ASK;24981,75;24983,5
2025-12-19 00:07:37.148;24983,5;1;ASK;24981,75;24983,5
2025-12-19 00:07:37.148;24983,5;1;ASK;24981,75;24983,5
2025-12-19 00:07:37.148;24983,5;1;ASK;24981,75;24983,5
2025-12-19 00:07:39.408;24981,5;1;ASK;24979,5;24982,75
2025-12-19 00:09:16.916;24979,25;1;ASK;24975,5;24979,25
2025-12-19 00:09:16.916;24980,0;1;ASK;24975,5;24979,25
2025-12-19 00:09:37.892;24983,5;1;BID;24983,0;24986,75
2025-12-19 00:09:37.892;24983,5;1;BID;24983,0;24986,75
2025-12-19 00:09:37.892;24983,5;1;BID;24983,0;24986,75
2025-12-19 00:09:49.396;24985,0;1;ASK;24982,75;24986,5
2025-12-19 00:09:49.396;24985,0;1;ASK;24982,75;24986,5
2025-12-19 00:10:07.380;24986,0;1;BID;24985,75;24989,25
2025-12-19 00:10:09.136;24986,25;1;BID;24984,0;24989,25
2025-12-19 00:10:09.136;24984,5;1;BID;24984,0;24989,25
2025-12-19 00:11:45.504;24996,25;1;ASK;24992,0;24996,75
2025-12-19 00:11:49.588;24991,0;1;BID;24992,75;24995,5
2025-12-19 00:14:41.348;25000,75;1;ASK;24997,75;25002,75
2025-12-19 00:15:18.520;25001,0;1;ASK;24997,5;25002,5
2025-12-19 00:15:18.520;25001,75;1;ASK;24997,5;25002,5
2025-12-19 00:15:18.620;25001,25;1;ASK;24997,5;25002,5
2025-12-19 00:15:18.620;25002,5;1;ASK;24997,5;25002,5
2025-12-19 00:15:18.620;25002,5;1;ASK;24997,5;25002,5
2025-12-19 00:15:22.148;25006,0;1;ASK;25002,0;25006,25
2025-12-19 00:15:22.148;25006,75;1;ASK;25002,0;25006,25
2025-12-19 00:15:22.148;25008,0;1;ASK;25002,0;25006,25
2025-12-19 00:15:22.148;25008,25;1;ASK;25002,0;25006,25
2025-12-19 00:15:22.148;25008,5;1;ASK;25002,0;25006,25
2025-12-19 00:15:30.664;25004,5;1;BID;25005,0;25009,25
2025-12-19 00:15:30.664;25003,75;1;BID;25005,0;25009,25
2025-12-19 00:15:30.664;25003,5;1;BID;25005,0;25009,25
2025-12-19 00:16:21.348;25008,0;1;BID;25005,5;25011,25
2025-12-19 00:16:30.176;25013,25;1;ASK;25008,5;25014,25
