Timestamp          ; Precio  ; Volumen; Lado; Bid     ; Ask
2025-12-11 00:00:01; 25774,5 ;     128; ASK ; 25774,5 ; 25774,5
2025-12-11 00:00:02; 25773,0 ;      36; ASK ; 25773,0 ; 25773,0
2025-12-11 00:00:03; 25776,0 ;      20; ASK ; 25776,0 ; 25776,0
2025-12-11 00:00:04; 25779,25;      11; ASK ; 25779,25; 25779,25
2025-12-11 00:00:05; 25777,75;      23; ASK ; 25777,75; 25777,75
2025-12-11 00:00:06; 25778,25;      13; ASK ; 25778,25; 25778,25
2025-12-11 00:00:07; 25780,0 ;       4; ASK ; 25780,0 ; 25780,0
2025-12-11 00:00:08; 25781,5 ;      10; ASK ; 25781,5 ; 25781,5
2025-12-11 00:00:09; 25778,25;       7; ASK ; 25778,25; 25778,25
2025-12-11 00:00:10; 25778,25;       7; ASK ; 25778,25; 25778,25
2025-12-11 00:00:11; 25778,0 ;       8; ASK ; 25778,0 ; 25778,0
2025-12-11 00:00:12; 25776,75;      10; ASK ; 25776,75; 25776,75
2025-12-11 00:00:13; 25779,75;       9; ASK ; 25779,75; 25779,75
2025-12-11 00:00:14; 25780,75;       8; ASK ; 25780,75; 25780,75
2025-12-11 00:00:15; 25780,0 ;       9; ASK ; 25780,0 ; 25780,0
2025-12-11 00:00:16; 25780,5 ;       6; ASK ; 25780,5 ; 25780,5
2025-12-11 00:00:17; 25783,25;       4; ASK ; 25783,25; 25783,25
2025-12-11 00:00:18; 25782,5 ;       1; ASK ; 25782,5 ; 25782,5
2025-12-11 00:00:19; 25782,25;       6; ASK ; 25782,25; 25782,25
2025-12-11 00:00:20; 25780,0 ;       1; ASK ; 25780,0 ; 25780,0
2025-12-11 00:00:21; 25781,5 ;      20; ASK ; 25781,5 ; 25781,5
2025-12-11 00:00:22; 25782,25;       8; ASK ; 25782,25; 25782,25
2025-12-11 00:00:23; 25781,75;       1; ASK ; 25781,75; 25781,75
2025-12-11 00:00:25; 25781,75;       1; ASK ; 25781,75; 25781,75
2025-12-11 00:00:26; 25782,75;       4; ASK ; 25782,75; 25782,75
2025-12-11 00:00:27; 25783,25;       3; ASK ; 25783,25; 25783,25
2025-12-11 00:00:29; 25782,75;       3; ASK ; 25782,75; 25782,75
2025-12-11 00:00:30; 25784,5 ;       8; ASK ; 25784,5 ; 25784,5
2025-12-11 00:00:31; 25784,75;       1; ASK ; 25784,75; 25784,75
2025-12-11 00:00:32; 25782,75;       3; ASK ; 25782,75; 25782,75
2025-12-11 00:00:33; 25783,25;       9; ASK ; 25783,25; 25783,25
2025-12-11 00:00:36; 25784,0 ;       2; ASK ; 25784,0 ; 25784,0
2025-12-11 00:00:37; 25784,0 ;       4; ASK ; 25784,0 ; 25784,0
2025-12-11 00:00:38; 25783,0 ;       2; ASK ; 25783,0 ; 25783,0
2025-12-11 00:00:39; 25782,25;       1; ASK ; 25782,25; 25782,25
2025-12-11 00:00:40; 25783,75;       1; ASK ; 25783,75; 25783,75
2025-12-11 00:00:41; 25782,0 ;      17; ASK ; 25782,0 ; 25782,0
2025-12-11 00:00:42; 25780,5 ;       2; ASK ; 25780,5 ; 25780,5
2025-12-11 00:00:45; 25781,5 ;      12; ASK ; 25781,5 ; 25781,5
2025-12-11 00:00:46; 25781,5 ;       2; ASK ; 25781,5 ; 25781,5
2025-12-11 00:00:47; 25782,75;       1; ASK ; 25782,75; 25782,75
2025-12-11 00:00:48; 25780,75;       8; ASK ; 25780,75; 25780,75
2025-12-11 00:00:49; 25781,75;       3; ASK ; 25781,75; 25781,75
2025-12-11 00:00:51; 25782,5 ;       4; ASK ; 25782,5 ; 25782,5
2025-12-11 00:00:52; 25782,0 ;       2; ASK ; 25782,0 ; 25782,0
2025-12-11 00:00:53; 25783,75;       1; ASK ; 25783,75; 25783,75
2025-12-11 00:00:54; 25783,75;       2; ASK ; 25783,75; 25783,75
2025-12-11 00:00:55; 25785,0 ;      14; ASK ; 25785,0 ; 25785,0
2025-12-11 00:00:56; 25785,25;       3; ASK ; 25785,25; 25785,25
2025-12-11 00:00:57; 25784,5 ;       3; ASK ; 25784,5 ; 25784,5
2025-12-11 00:00:58; 25785,0 ;       1; ASK ; 25785,0 ; 25785,0
2025-12-11 00:00:59; 25786,75;       5; ASK ; 25786,75; 25786,75
2025-12-11 00:01:01; 25788,0 ;       8; ASK ; 25788,0 ; 25788,0
2025-12-11 00:01:02; 25788,0 ;       5; ASK ; 25788,0 ; 25788,0
2025-12-11 00:01:03; 25788,25;      15; ASK ; 25788,25; 25788,25
2025-12-11 00:01:04; 25788,25;       2; ASK ; 25788,25; 25788,25
2025-12-11 00:01:05; 25788,25;       3; ASK ; 25788,25; 25788,25
2025-12-11 00:01:06; 25788,0 ;      65; ASK ; 25788,0 ; 25788,0
2025-12-11 00:01:08; 25788,75;       1; ASK ; 25788,75; 25788,75
2025-12-11 00:01:09; 25787,25;       3; ASK ; 25787,25; 25787,25
2025-12-11 00:01:10; 25787,0 ;       3; ASK ; 25787,0 ; 25787,0
2025-12-11 00:01:11; 25783,75;       8; ASK ; 25783,75; 25783,75
2025-12-11 00:01:12; 25782,5 ;       2; ASK ; 25782,5 ; 25782,5
2025-12-11 00:01:13; 25784,0 ;       5; ASK ; 25784,0 ; 25784,0
2025-12-11 00:01:14; 25782,25;       2; ASK ; 25782,25; 25782,25
2025-12-11 00:01:15; 25782,75;       2; ASK ; 25782,75; 25782,75
2025-12-11 00:01:16; 25784,0 ;       7; ASK ; 25784,0 ; 25784,0
2025-12-11 00:01:18; 25781,5 ;       8; ASK ; 25781,5 ; 25781,5
2025-12-11 00:01:20; 25780,5 ;       1; ASK ; 25780,5 ; 25780,5
2025-12-11 00:01:21; 25781,0 ;       1; ASK ; 25781,0 ; 25781,0
2025-12-11 00:01:31; 25781,5 ;       2; ASK ; 25781,5 ; 25781,5
2025-12-11 00:01:33; 25782,5 ;       2; ASK ; 25782,5 ; 25782,5
2025-12-11 00:01:36; 25781,25;       3; ASK ; 25781,25; 25781,25
2025-12-11 00:01:37; 25780,75;       1; ASK ; 25780,75; 25780,75
2025-12-11 00:01:38; 25781,25;       1; ASK ; 25781,25; 25781,25
2025-12-11 00:01:41; 25781,75;       1; ASK ; 25781,75; 25781,75
2025-12-11 00:01:42; 25781,75;       3; ASK ; 25781,75; 25781,75
2025-12-11 00:01:44; 25781,0 ;       3; ASK ; 25781,0 ; 25781,0
2025-12-11 00:01:50; 25779,75;       9; ASK ; 25779,75; 25779,75
2025-12-11 00:01:53; 25779,75;       7; ASK ; 25779,75; 25779,75
2025-12-11 00:01:54; 25781,25;       2; ASK ; 25781,25; 25781,25
2025-12-11 00:01:56; 25781,5 ;       1; ASK ; 25781,5 ; 25781,5
