timestamp;price;volume;lado;bid;ask
2025-11-27 00:00:00.019;25313,0;6;BID;25320,5;25327,5
2025-11-27 00:00:00.020;25313,0;1;BID;25320,5;25327,5
2025-11-27 00:00:00.020;25312,0;2;BID;25320,5;25327,5
2025-11-27 00:00:00.020;25313,0;1;BID;25320,5;25327,5
2025-11-27 00:00:00.020;25314,0;1;BID;25320,5;25327,5
2025-11-27 00:00:00.020;25316,0;1;BID;25320,5;25327,5
2025-11-27 00:00:00.020;25316,25;1;BID;25320,5;25327,5
2025-11-27 00:00:00.076;25318,5;1;BID;25320,5;25327,5
2025-11-27 00:00:00.216;25317,75;1;BID;25320,5;25327,5
2025-11-27 00:00:00.216;25317,75;1;BID;25320,5;25327,5
2025-11-27 00:00:00.252;25318,75;1;BID;25320,5;25327,5
2025-11-27 00:00:00.260;25319,0;1;BID;25320,5;25327,5
2025-11-27 00:00:00.640;25320,0;1;BID;25320,5;25327,5
2025-11-27 00:00:00.640;25319,0;1;BID;25320,5;25327,5
2025-11-27 00:00:00.800;25324,75;1;ASK;25320,5;25327,5
2025-11-27 00:00:00.800;25324,75;1;ASK;25320,5;25327,5
2025-11-27 00:00:01.088;25327,5;1;ASK;25321,5;25325,75
2025-11-27 00:00:01.100;25322,0;1;BID;25321,5;25325,75
2025-11-27 00:00:01.172;25327,5;1;ASK;25321,5;25325,75
2025-11-27 00:00:01.192;25327,5;1;ASK;25321,5;25325,75
2025-11-27 00:00:01.272;25327,5;1;ASK;25321,5;25325,75
2025-11-27 00:00:01.312;25324,25;1;ASK;25321,5;25325,75
2025-11-27 00:00:01.332;25327,25;1;ASK;25321,5;25325,75
2025-11-27 00:00:01.376;25327,25;1;ASK;25321,5;25325,75
2025-11-27 00:00:01.508;25323,5;1;BID;25321,5;25325,75
2025-11-27 00:00:01.576;25325,75;1;ASK;25321,5;25325,75
2025-11-27 00:00:01.664;25322,25;2;BID;25321,5;25325,75
2025-11-27 00:00:01.796;25323,0;1;BID;25321,5;25325,75
2025-11-27 00:00:01.804;25324,25;1;ASK;25321,5;25325,75
2025-11-27 00:00:01.804;25324,25;1;ASK;25321,5;25325,75
2025-11-27 00:00:02.088;25325,75;1;BID;25327,75;25329,5
2025-11-27 00:00:02.116;25327,5;1;BID;25327,75;25329,5
2025-11-27 00:00:02.332;25327,0;1;BID;25327,75;25329,5
2025-11-27 00:00:02.332;25327,25;1;BID;25327,75;25329,5
2025-11-27 00:00:02.940;25329,25;1;ASK;25327,75;25329,5
2025-11-27 00:00:02.940;25329,25;1;ASK;25327,75;25329,5
2025-11-27 00:00:02.940;25329,5;1;ASK;25327,75;25329,5
2025-11-27 00:00:02.940;25329,5;1;ASK;25327,75;25329,5
2025-11-27 00:00:02.940;25329,5;2;ASK;25327,75;25329,5
2025-11-27 00:00:02.964;25327,75;1;BID;25327,75;25329,5
2025-11-27 00:00:03.396;25329,5;1;ASK;25323,0;25329,25
2025-11-27 00:00:03.720;25326,0;1;BID;25323,0;25329,25
2025-11-27 00:00:04.008;25323,0;1;BID;25323,5;25329,0
2025-11-27 00:00:04.848;25323,25;1;BID;25323,5;25329,0
2025-11-27 00:00:05.264;25328,5;1;ASK;25323,75;25327,75
2025-11-27 00:00:05.400;25323,5;1;BID;25323,75;25327,75
2025-11-27 00:00:07.432;25323,75;1;BID;25323,75;25327,75
2025-11-27 00:00:10.520;25326,5;1;ASK;25322,5;25324,5
2025-11-27 00:00:10.852;25323,75;1;ASK;25322,5;25324,5
2025-11-27 00:00:10.852;25323,75;1;ASK;25322,5;25324,5
2025-11-27 00:00:10.880;25324,5;1;ASK;25322,5;25324,5
2025-11-27 00:00:11.332;25322,5;1;ASK;25320,0;25321,75
2025-11-27 00:00:11.456;25322,0;1;ASK;25320,0;25321,75
2025-11-27 00:00:11.964;25321,75;1;ASK;25320,0;25321,75
2025-11-27 00:00:12.104;25321,75;1;ASK;25320,25;25322,75
2025-11-27 00:00:12.196;25321,75;1;ASK;25320,25;25322,75
2025-11-27 00:00:12.196;25322,0;1;ASK;25320,25;25322,75
2025-11-27 00:00:14.760;25321,0;1;ASK;25320,0;25322,0
2025-11-27 00:00:15.100;25322,0;1;BID;25324,25;25328,0
2025-11-27 00:00:15.160;25322,0;1;BID;25324,25;25328,0
2025-11-27 00:00:15.160;25322,0;2;BID;25324,25;25328,0
2025-11-27 00:00:15.160;25325,25;1;BID;25324,25;25328,0
2025-11-27 00:00:15.160;25325,25;1;BID;25324,25;25328,0
2025-11-27 00:00:15.160;25325,5;1;BID;25324,25;25328,0
2025-11-27 00:00:15.160;25325,5;1;BID;25324,25;25328,0
2025-11-27 00:00:15.160;25325,75;1;BID;25324,25;25328,0
2025-11-27 00:00:15.160;25325,75;1;BID;25324,25;25328,0
2025-11-27 00:00:15.160;25326,25;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25326,25;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25326,25;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25326,5;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25326,5;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25327,25;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25327,75;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25327,75;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25327,75;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25329,0;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25329,5;1;ASK;25324,25;25328,0
2025-11-27 00:00:15.160;25322,0;1;BID;25324,25;25328,0
2025-11-27 00:00:15.280;25325,75;1;BID;25324,25;25328,0
2025-11-27 00:00:17.244;25325,5;1;ASK;25323,25;25324,75
2025-11-27 00:00:17.648;25323,5;1;BID;25323,25;25324,75
2025-11-27 00:00:20.144;25324,75;1;ASK;25323,25;25325,25
2025-11-27 00:00:20.656;25323,25;1;BID;25323,25;25325,25
2025-11-27 00:00:20.656;25323,75;6;BID;25323,25;25325,25
2025-11-27 00:00:20.660;25323,75;1;BID;25323,25;25325,25
2025-11-27 00:00:20.772;25325,0;1;ASK;25323,25;25325,25
2025-11-27 00:00:21.012;25325,25;1;BID;25324,0;25327,25
2025-11-27 00:00:21.012;25325,5;1;BID;25324,0;25327,25
2025-11-27 00:00:21.012;25325,5;1;BID;25324,0;25327,25
2025-11-27 00:00:21.012;25325,5;1;BID;25324,0;25327,25
2025-11-27 00:00:21.012;25325,75;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25327,75;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25329,25;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25329,25;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25330,25;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25330,25;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25331,25;2;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25331,25;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25331,5;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25331,5;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25332,0;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25332,0;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25334,0;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25334,0;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25334,5;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25335,0;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25335,0;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.012;25336,5;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.016;25330,5;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.016;25330,0;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.016;25329,0;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.020;25329,75;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.600;25327,25;1;ASK;25324,0;25327,25
2025-11-27 00:00:21.732;25327,25;1;ASK;25324,0;25327,25
2025-11-27 00:00:22.264;25324,0;1;BID;25323,5;25326,25
2025-11-27 00:00:22.264;25325,75;1;ASK;25323,5;25326,25
2025-11-27 00:00:22.636;25324,25;1;BID;25323,5;25326,25
2025-11-27 00:00:22.636;25324,0;1;BID;25323,5;25326,25
2025-11-27 00:00:22.636;25323,75;1;BID;25323,5;25326,25
2025-11-27 00:00:22.636;25323,5;1;BID;25323,5;25326,25
