timestamp,open,high,low,close,volume
2020-09-10 00:01:00+02:00,2297.5,2297.8,2296.0,2296.1,175
2020-09-10 00:02:00+02:00,2296.2,2296.3,2295.5,2296.3,96
2020-09-10 00:03:00+02:00,2296.2,2297.2,2295.9,2296.8,68
2020-09-10 00:04:00+02:00,2296.7,2297.1,2296.4,2297.1,48
2020-09-10 00:05:00+02:00,2296.9,2297.0,2296.7,2296.7,20
2020-09-10 00:06:00+02:00,2296.6,2297.1,2296.4,2297.1,53
2020-09-10 00:07:00+02:00,2297.1,2297.3,2297.1,2297.2,40
2020-09-10 00:08:00+02:00,2297.0,2297.2,2297.0,2297.2,3
2020-09-10 00:09:00+02:00,2297.3,2297.3,2296.8,2297.0,26
2020-09-10 00:10:00+02:00,2297.1,2297.1,2296.5,2296.8,22
2020-09-10 00:11:00+02:00,2296.8,2297.2,2296.8,2296.9,15
2020-09-10 00:12:00+02:00,2297.1,2297.2,2295.9,2296.5,130
2020-09-10 00:13:00+02:00,2296.6,2296.6,2296.4,2296.6,9
2020-09-10 00:14:00+02:00,2296.4,2296.5,2296.4,2296.5,3
2020-09-10 00:15:00+02:00,2296.3,2296.6,2296.2,2296.6,9
2020-09-10 00:16:00+02:00,2296.5,2296.6,2296.3,2296.6,18
2020-09-10 00:17:00+02:00,2296.6,2296.6,2296.6,2296.6,5
2020-09-10 00:18:00+02:00,2296.6,2296.6,2296.5,2296.5,3
2020-09-10 00:19:00+02:00,2296.6,2296.6,2296.6,2296.6,2
2020-09-10 00:20:00+02:00,2296.5,2296.5,2296.4,2296.4,3
2020-09-10 00:21:00+02:00,2296.4,2296.5,2296.2,2296.5,20
2020-09-10 00:22:00+02:00,2296.4,2296.4,2295.9,2295.9,18
2020-09-10 00:23:00+02:00,2296.1,2296.1,2295.8,2295.8,11
2020-09-10 00:24:00+02:00,2295.8,2296.0,2295.7,2295.8,10
2020-09-10 00:25:00+02:00,2295.8,2296.1,2295.7,2295.8,27
2020-09-10 00:26:00+02:00,2295.8,2295.9,2295.2,2295.5,45
2020-09-10 00:27:00+02:00,2295.3,2295.4,2295.0,2295.0,27
2020-09-10 00:28:00+02:00,2295.1,2295.1,2294.6,2294.9,67
